hdp_shardid,skclientkey,device_naturalkey,dispensingdevicename
22,15790,-2147482556,zzMB6B
22,15790,-2147482555,OR15
22,15790,-2147482554,zzOB
22,15790,-2147482553,zzANES
22,15790,-2147482552, 
22,15790,-2147482551,OR2
22,15790,-2147482550,zzN3
22,15790,-2147482549,zzMB3A
22,15790,-2147482548,zzCATHLAB_D
22,15790,-2147482547,OR4
22,15790,-2147482546,zzBLUE
22,15790,-2147482545,OR1
22,15790,-2147482544,zzWS
22,15790,-2147482543,zzRADIOLOGY
22,15790,-2147482542,zzCATHLAB_B
22,15790,-2147482541,OR6
22,15790,-2147482540,zzGRN
22,15790,-2147482539,zzA2MO
22,15790,-2147482538,zzSURGICENTE
22,15790,-2147482537,zzMB4B
22,15790,-2147482536,OR11
22,15790,-2147482535,zzCVICU
22,15790,-2147482534,zzPAIN_MGMNT
22,15790,-2147482533,OR-LD
22,15790,-2147482580,zzYELLOW
22,15790,-2147482579,zzJVRDT
22,15790,-2147482578,ENDO
22,15790,-2147482577,zzMB5A
22,15790,-2147482576,OR12
22,15790,-2147482575,zzCSICU
22,15790,-2147482574,MSC
22,15790,-2147482573,OR-LD2
22,15790,-2147482572,zzN3A
22,15790,-2147482571,zzCAT
22,15790,-2147482570,ZZCATHRR
22,15790,-2147482569,OR5
22,15790,-2147482568,zzRED
22,15790,-2147482567,zzONC
22,15790,-2147482566,zzOR
22,15790,-2147482565,OR7
22,15790,-2147482564,zzICU
22,15790,-2147482563,zzMSOVF
22,15790,-2147482562,zzRR
22,15790,-2147482561,OR9
22,15790,-2147482560,zzMB4A
22,15790,-2147482559,zzPURPLE
22,15790,-2147482558,CATHLAB
22,15790,-2147482557,CATHLAB_A
5,13711,-2147443611,W-CWAY-RES
5,13711,-2147455076, 
5,13711,-2147455075,WA-OR-1
5,13711,-2147455074,WA-OR-2
5,13711,-2147455073,WA-OR-3
5,13711,-2147455072,WA-OR-4
5,13711,-2147455071,WA-OR-5
5,13711,-2147455070,WA-OR-6
5,13711,-2147455069,WA-LD-OR1
5,13711,-2147455068,WA-LD-OR2
5,13711,-2147455067,W-OR-CORE
5,13711,-2147455066,W-OR-PACU
5,13711,-2147455065,W-OR-PREOP
5,13711,-2147455064,W-LD-MAIN
5,13711,-2147455063,W-LD-RECOV
5,13711,-2147455062,W-NURSERY
5,13711,-2147455061,W-LD-PP
5,13711,-2147455060,W-3N1
5,13711,-2147455059,W-3N2
5,13711,-2147455058,W-3S1
5,13711,-2147455057,W-3S2
5,13711,-2147455056,W-ED-TRIAG
5,13711,-2147455055,W-ED-TRM
5,13711,-2147442829,W-OR-POP2
5,13711,-2147443497,ICWK-INF
5,13711,-2147443613,W-CWAY-MR
5,13711,-2147443612,W-CWAY-PTA
5,13711,-2147455054,W-ED-1
5,13711,-2147455053,W-ED-2
5,13711,-2147455052,W-ED-PED
5,13711,-2147455051,W-ICU
5,13711,-2147455050,W-4S1
5,13711,-2147455049,W-4S2
5,13711,-2147455048,W-OR-POP
5,13711,-2147455047,W-HOLD
5,13711,-2147455046,W-NUCLEAR
5,13711,-2147455045,W-CARD-PUL
5,13711,-2147455044,W-CT-SCAN
5,13711,-2147455043,W-MRI
5,13711,-2147455042,ES-WENDO-1
5,13711,-2147455041,ES-WENDO-2
5,13711,-2147453269,Pyxis Link
5,13711,-2147452382,W-ENDO-1
5,13711,-2147452381,W-ENDO-2
5,13711,-2147444906,W-CWALK-PTA
5,13711,-2147444905,W-CWALK-RES
5,13711,-2147444904,W-CWALK-MR
18,16388,-2147435869,9700-2
18,16388,-2147435868,8500-1
18,16388,-2147435867,8600-1
18,16388,-2147435866,8700-1
18,16388,-2147435865,8700-2
18,16388,-2147435864,7600-1
18,16388,-2147435863,7600-2
18,16388,-2147435862,7700-1
18,16388,-2147435861,7700-2
18,16388,-2147435860,8800-1
18,16388,-2147435859,6500-1
18,16388,-2147435858,6500-2
18,16388,-2147435857,6600-1
18,16388,-2147435856,6600-2
18,16388,-2147435855,6700-1
18,16388,-2147435854,6700-2
18,16388,-2147435853,5600-1
18,16388,-2147435874,Pyxis Link
18,16388,-2147435873,
18,16388,-2147435872,9600-2
18,16388,-2147435871,9600-1
18,16388,-2147435870,9700-1
18,16388,-2147435834,ER-1
18,16388,-2147435833,OBAN
18,16388,-2147435832,OPR
18,16388,-2147435831,HOLDING
18,16388,-2147435830,DIALYSIS
18,16388,-2147435829,CWING
18,16388,-2147435828,ORMAIN-1
18,16388,-2147435827,ORPEDREC
18,16388,-2147435826,CCLAB
18,16388,-2147435825,CCLAB-2
18,16388,-2147435824,CCLAB-3
18,16388,-2147435823,EPLAB
18,16388,-2147435822,SWING
18,16388,-2147435821,AWING
18,16388,-2147435820,MWING
18,16388,-2147435714,EPLAB-2
18,16388,-2147435852,5700-1
18,16388,-2147435851,5300-1
18,16388,-2147435850,5400-1
18,16388,-2147435849,5500-1
18,16388,-2147435848,CARDIOLOGY
18,16388,-2147435847,ER-2
18,16388,-2147435846,GILAB
18,16388,-2147435845,OREYE
18,16388,-2147435844,ORMAIN-2
18,16388,-2147435843,OROBGYN
18,16388,-2147435842,ORSAT
18,16388,-2147435841,PACU
18,16388,-2147435840,RONC
18,16388,-2147435839,XRAY
18,16388,-2147435838,CARDIOWEST
18,16388,-2147435837,CVICU
18,16388,-2147435836,CVICU-2
18,16388,-2147435835,CVSTEP-1
18,11043,-2147436856,P2SW
18,11043,-2147436855,PHD
18,11043,-2147436854,PRT
18,11043,-2147436853,P3SE
18,11043,-2147436852,P3SW
18,11043,-2147436851,PPACU
18,11043,-2147436850,PRAD
18,11043,-2147436849,POR
18,11043,-2147436848,PPDC
18,11043,-2147436847,PMRI
18,11043,-2147436846,PAN1
18,11043,-2147436845,PAN2
18,11043,-2147436844,PAN3
18,11043,-2147436843,PAN4
18,11043,-2147436842,PENDO1
18,11043,-2147436841,PENDO2
18,11043,-2147436840,PQUICKCARE
18,11043,-2147436867,Pyxis Link
18,11043,-2147436866, 
18,11043,-2147436865,PCATHLAB
18,11043,-2147436864,PEDOBS
18,11043,-2147436863,PER1
18,11043,-2147436862,PICU
18,11043,-2147436861,PCATHLAB2
18,11043,-2147436860,PER2
18,11043,-2147436859,P2E
18,11043,-2147436858,P2N
18,11043,-2147436857,P2SE
35,10352,-2147476650,VGI4
35,10352,-2147476651,VGI3
35,10352,-2147476652,VGI1
35,10352,-2147476653,VGI2
35,10352,-2147477026,VOCTC
35,10352,-2147477027,VOSSDIA
35,10352,-2147477028,VOSSURG
35,10352,-2147477029,VOSS
35,10352,-2147477030,VCVRU
35,10352,-2147477062,VASU
35,10352,-2147477063,VER
35,10352,-2147477064,VPACU
35,10352,-2147477065,VOR
35,10352,-2147478427,VPSY
35,10352,-2147478428,V2MSU
35,10352,-2147478429,VOPCU
35,10352,-2147478430,VOBS
35,10352,-2147478431,VMED2
35,10352,-2147478432,VMED
35,10352,-2147478433,VSUR2
35,10352,-2147478434,VSUR
35,10352,-2147478435,VPED
35,10352,-2147478436,VSCU2
35,10352,-2147478437,VICU
35,10352,-2147478438,VSCU
35,10352,-2147478439, 
35,10352,-2147433481,OSS _ANES 2
35,10352,-2147433482,OSS _ANES 1
35,10352,-2147433592,MIB_ANES PROCEDURE
35,10352,-2147433593,MIB_ANES OB
35,10352,-2147433594,MIB_ANES 12
35,10352,-2147433595,MIB_ANES 11
35,10352,-2147433596,MIB_ANES 10
35,10352,-2147433597,MIB_ANES 9
35,10352,-2147433598,MIB_ANES 8
35,10352,-2147433599,MIB_ANES 7
35,10352,-2147433600,MIB_ANES 6
35,10352,-2147433601,MIB_ANES 5
35,10352,-2147433602,MIB_ANES 4
35,10352,-2147433603,MIB_ANES 3
35,10352,-2147433604,MIB_ANES 2
35,10352,-2147433605,MIB_ANES 1
35,10352,-2147438342,VCCC
35,10352,-2147438343,VSCU3
35,10352,-2147453792,Pyxis Link
35,10352,-2147469834,V2MSU2
35,10352,-2147472132,VANES1
35,10352,-2147472133,VANES2
35,10352,-2147475439,VLFHDIA
35,10352,-2147475774,HCTC
35,10352,-2147475806,HASU
35,10352,-2147475940,HUC
35,10352,-2147475976,VOSSGI
35,10352,-2147476413,VOUTDIAL
35,10352,-2147476414,VINDIAL
35,10352,-2147476649,VCTC
35,10352,-2147432722,HER CTC
35,10352,-2147432723,HER ASU
35,10352,-2147432716,ONE CTC
35,10352,-2147432717,ONE OSS CC
35,10352,-2147432718,ONE OSS DIAL
35,10352,-2147432719,ONE OSS
35,10352,-2147433205,ved
35,10352,-2147433206,mib
35,10352,-2147433080,MIB CATH LAB B
35,10352,-2147433081,MIB OR
35,10352,-2147433082,MIB SUR1
35,10352,-2147433083,MIB SCU1
35,10352,-2147433073,MIB 2MSU
35,10352,-2147433074,MIB MED1
35,10352,-2147432955,MIB 2MSU 2
35,10352,-2147432956,MIB MED2
35,10352,-2147432957,MIB SUR2
35,10352,-2147432958,MIB SCU 2
35,10352,-2147432959,MIB ICU
35,10352,-2147432960,MIB CATH LAB C
35,10352,-2147432961,MIB CATH LAB A
35,10352,-2147432952,ED SATELLITE
35,10352,-2147432877,MIB ASU
35,10352,-2147432878,MIB GI RECOVERY
35,10352,-2147432879,MIB OUTPT DIAL
35,10352,-2147432880,MIB ED SATELLITE
35,10352,-2147432881,MIB PED
35,10352,-2147432882,MIB PACU
35,10352,-2147432883,MIB INPT DIAL
35,10352,-2147432884,MIB ER
35,10352,-2147432885,MIB PSY
35,10352,-2147432886,MIB OBS
35,10352,-2147432887,MIB CVRU
35,10352,-2147432726,MIB CTC
35,10352,-2147432720,LF DIAL
35,10352,-2147432721,HER CC
21,16496,-2147482547,EXCISION
21,16496,-2147482548,ER
21,16496,-2147482549,EMS
21,16496,-2147482550,South (17-32)
21,16496,-2147482551,North Mini
21,16496,-2147482552,
21,16496,-2147482553,Pyxis Link
21,16496,-2147482534,LDOR
21,16496,-2147482535,OB
21,16496,-2147482536,OR4
21,16496,-2147482537,OR3
21,16496,-2147482538,OR2
21,16496,-2147482539,OR1
21,16496,-2147482540,ENDO
21,16496,-2147482541,SBH
21,16496,-2147482542,PACU
21,16496,-2147482543,PREPOST
21,16496,-2147482544,ORCORE
21,16496,-2147482545,North (1-16)
21,16496,-2147482546,South Mini
24,10312,-2147438471,PSYCH-HOLD
24,10312,-2147438470,CSU
24,10312,-2147438469,ENDO
24,10312,-2147438468,CATH
24,10312,-2147438467,CATHLAB1
24,10312,-2147438466,CATHLAB2
24,10312,-2147438465,SW4
24,10312,-2147438464,LD
24,10312,-2147438463,NICU
24,10312,-2147438462,SW2
24,10312,-2147438461,SW2-B
24,10312,-2147438460,ET2
24,10312,-2147438459,ET3
24,10312,-2147438447,PACU
24,10312,-2147438446,ES-ET3-B
24,10312,-2147438441,OR
24,10312,-2147438241,ANES
24,10312,-2147438240,ANES1
24,10312,-2147438239,ANES2
24,10312,-2147438238,ANES3
24,10312,-2147438237,ANES4
24,10312,-2147438236,ANES5
24,10312,-2147438235,ANES6
24,10312,-2147438234,ANES7
24,10312,-2147438233,ANES8
24,10312,-2147438232,ANES9
24,10312,-2147438231,ANES10
24,10312,-2147436349,CPU
24,10312,-2147437102,L&D
24,10312,-2147437294,ET2-B
24,10312,-2147437373,pyxis
24,10312,-2147437372,CHINYERE
24,10312,-2147438601,Pyxis Link
24,10312,-2147438600, 
24,10312,-2147438524,ES-EW4
24,10312,-2147438523,DI
24,10312,-2147438522,EW3
24,10312,-2147438521,3N
24,10312,-2147438520,EW3-B
24,10312,-2147438519,ACC
24,10312,-2147438518,DI-CT
24,10312,-2147438517,EW4-B
24,10312,-2147438516,EW4
24,10312,-2147438497,EPLAB
24,10312,-2147438496,PREOP-HOLD
24,10312,-2147438495,ICU-A
24,10312,-2147438494,ICU-B
24,10312,-2147438493,EMR
24,10312,-2147438492,EMR-TRIAGE
24,10312,-2147438489,WW2
24,10312,-2147438488,ES-ET2
24,10312,-2147438473,NUCMED
24,10312,-2147438472,SW3
24,11603,-2147438646,MRP_ICU
24,11603,-2147438645,MRP_ORTHO
24,11603,-2147438644,MRP_PCU1
24,11603,-2147438643,MRP_PCU2
24,11603,-2147438642,MRP_ACC
24,11603,-2147438641,MRP_PACU
24,11603,-2147438640,MRP_ORCORE
24,11603,-2147438639,MRP_ED
24,11603,-2147438638,MRP_CATH1
24,11603,-2147438637,MRP_CATH2
24,11603,-2147438636,MRP_ANOR1
24,11603,-2147438635,MRP_ANOR2
24,11603,-2147438634,MRP_ANOR3
24,11603,-2147438633,MRP_ANOR4
24,11603,-2147438632,MRP_ANOR5
24,11603,-2147438631,MRP_ENDO1
24,11603,-2147438630,MRP_ENDO2
24,11603,-2147436563,MRP_OR-2
24,11603,-2147436562,MRP_ACC-2
24,11603,-2147436631,MRP_ANOR9
24,11603,-2147436630,MRP_ANOR10
24,11603,-2147436799,MRP_ANOR6
24,11603,-2147436798,MRP_ALPHA
24,11603,-2147438687,Pyxis Link
24,11603,-2147438686, 
24,11603,-2147438647,MRP_OVERNIGHT
2,10767,-2147435958,ORLGT2ECHO
2,10767,-2147435924,ORLG3ORMRI
2,10767,-2147435914,CFDCOVID6
2,10767,-2147435915,CFDCOVID5
2,10767,-2147435916,CFDCOVID4
2,10767,-2147435917,CFDCOVID3
2,10767,-2147435918,CFDCOVID2
2,10767,-2147435919,CFDCOVID1
2,10767,-2147435920,AHCCOVID1
2,10767,-2147435903,CFDCOVID9
2,10767,-2147435904,CFDCOVID8
2,10767,-2147435905,CFDCOVID7
2,10767,-2147435902,CFDCOVID10
2,10767,-2147445064,ORL3SB
2,10767,-2147445065,zzORLWT3OB
2,10767,-2147445066,ORLEDCT
2,10767,-2147445067,ORLWT11A
2,10767,-2147445068,ORLGT12S
2,10767,-2147445069,ORL9TWRA
2,10767,-2147445070,ORLRDU1
2,10767,-2147445071,ORLEPSLP2
2,10767,-2147445072,AHC5SA
2,10767,-2147445073,ORLOR2ANES
2,10767,-2147445074,ORLWT12B
2,10767,-2147445075,ORLWT3R
2,10767,-2147445076,ORLKSC1
2,10767,-2147445077,ORL3WTW
2,10767,-2147445078,ORLEPS7
2,10767,-2147445079,ORLCATHLP1
2,10767,-2147445080,ORL1W
2,10767,-2147445081,ORLGT11S
2,10767,-2147445082,ORLPETSCAN
2,10767,-2147445045,AMBAIC4
2,10767,-2147445046,AHC6TWR
2,10767,-2147445047,ORLPACU2
2,10767,-2147445048,ORLRXOR
2,10767,-2147445049,ORLECHO
2,10767,-2147445050,ORL3EB
2,10767,-2147445051,ORLW1NMA
2,10767,-2147445052,ORLGT14S
2,10767,-2147445053,ORLRXIV
2,10767,-2147445054,ORLWT7B
2,10767,-2147445055,ORLRESP
2,10767,-2147445056,ORLGT11N
2,10767,-2147445057,ORLEDYELLO
2,10767,-2147445058,ORLCATH15
2,10767,-2147445059,ORLEDPINK
2,10767,-2147445060,ORLOR2REC
2,10767,-2147445061,AHC6S
2,10767,-2147445062,ORLRXCVS
2,10767,-2147445063,ORL01IP
2,10767,-2147445083,AHC7S
2,10767,-2147445084,ORLEPS8
2,10767,-2147445085,ORLOR1A
2,10767,-2147445086,AHCCATH
2,10767,-2147445087,ORLWT12A
2,10767,-2147445088,ORL2EB
2,10767,-2147445089,ORLHSC
2,10767,-2147445090,ORLWT10B
2,10767,-2147445091,ORLGT9N
2,10767,-2147445092,ORLEDORANG
2,10767,-2147445093,ORL01IP
2,10767,-2147445094,ORLGT6S
2,10767,-2147445095,AHCPDCV
2,10767,-2147445096,ORLENDO3A
2,10767,-2147445097,ORLOPANES
2,10767,-2147445098,ORL3WA
2,10767,-2147445099,ORLCATH2
2,10767,-2147445100,ORL2EA
2,10767,-2147445101,ORLG3MRI
2,10767,-2147445102,ORL8TWRB
2,10767,-2147444987,AHC5WTW
2,10767,-2147444988,ORLENDO2
2,10767,-2147444989,ORLWT1T
2,10767,-2147444990,ORLWT2ORC
2,10767,-2147444991,ORLCATH1
2,10767,-2147444992,ORL2EB
2,10767,-2147444993,ORL2NW
2,10767,-2147444994,ORLG3HLD
2,10767,-2147444995,ORLRDU2
2,10767,-2147444996,ORL8TWRA
2,10767,-2147444997,ORLED47
2,10767,-2147444998,AHC5SB
2,10767,-2147444999,ORLOR2C
2,10767,-2147445000,ORLCT3
2,10767,-2147445001,ORL3SA
2,10767,-2147445002,ORLRXNF
2,10767,-2147445003,ORLEDORANG
2,10767,-2147445004,ORLANGIO
2,10767,-2147445005,ORLGT12N
2,10767,-2147444967,ORLWT12B
2,10767,-2147444968,ORLO2CVA
2,10767,-2147444969,ORL4IOCB
2,10767,-2147444970,ORLGT9S
2,10767,-2147444971,ORLDCC
2,10767,-2147444972,ORLRXGT11
2,10767,-2147444973,AHCRXPED
2,10767,-2147444974,ORL7TWRB
2,10767,-2147444975,ORLENDO3B
2,10767,-2147444976,ORL3WB
2,10767,-2147444977,ORLOPREC
2,10767,-2147444978,ORL2EA
2,10767,-2147444979,ORLCATH6
2,10767,-2147444980,ORLG3RC
2,10767,-2147444981,ORL2EA
2,10767,-2147444982,ORLGT8N
2,10767,-2147444983, 
2,10767,-2147444984,ORLWT10A
2,10767,-2147444985,ORLEDPED
2,10767,-2147444986,ORLGT6N
2,10767,-2147445026,ORLOR1D
2,10767,-2147445027,ORLWT11C
2,10767,-2147445028,ORLG2CP
2,10767,-2147445029,xxORLHBO
2,10767,-2147445030,ORLO2CVB
2,10767,-2147445031,ORLWT12B
2,10767,-2147445032,ORLSTRESS
2,10767,-2147445033,AMBAIC8S
2,10767,-2147445034,ORLGT10S
2,10767,-2147445035,ORLWT6B
2,10767,-2147445036,ORLOPMRI
2,10767,-2147445037,ORL4SA
2,10767,-2147445038,ORLCATH4
2,10767,-2147445039,ORLWT12C
2,10767,-2147445040,ORL2NA
2,10767,-2147445041,ORLG3SUB
2,10767,-2147445042,ORLTSPC
2,10767,-2147445043,ORLGT8S
2,10767,-2147445044,ORLEDCT
2,10767,-2147445006,ORLRIO1
2,10767,-2147445007,ORLGT7N
2,10767,-2147445008,ORLRADON
2,10767,-2147445009,ORLEPS12
2,10767,-2147445010,ORLOR1B
2,10767,-2147445011,AHC5ETW
2,10767,-2147445012,ORLCATHLP1
2,10767,-2147445013,ORLOR1PEDH
2,10767,-2147445014,ORLGT5N
2,10767,-2147445015,ORLWT3A
2,10767,-2147445016,AHCORHOLD
2,10767,-2147445017,ORL3ETW
2,10767,-2147445018,ORLEMS
2,10767,-2147445019,ORLGT14N
2,10767,-2147445020,ORLANES3
2,10767,-2147445021,ORLW1NMB
2,10767,-2147445022,AHCPOPS2
2,10767,-2147445023,ORLGT7S
2,10767,-2147445024,ORLEPS10
2,10767,-2147445025,ORLGT4N
2,10767,-2147438049,ORLOR2A37
2,10767,-2147436922,ORLWT9B
2,10767,-2147436812,ES-CFDCOVID13
2,10767,-2147436813,ES-CFDCOVID12
2,10767,-2147436814,ORLCOVID11
2,10767,-2147436815,ES-CFDCOVID10
2,10767,-2147436816,ES-CFDCOVID9
2,10767,-2147436817,ES-CFDCOVID8
2,10767,-2147436818,ES-CFDCOVID7
2,10767,-2147436819,ES-CFDCOVID6
2,10767,-2147436820,ES-CFDCOVID5
2,10767,-2147436821,ES-CFDCOVID4
2,10767,-2147436822,ES-CFDCOVID3
2,10767,-2147436823,ES-CFDCOVID2
2,10767,-2147436824,ES-CFDCOVID1
2,10767,-2147438670,ORLKSCA2
2,10767,-2147438671,ORLWT2FCPR
2,10767,-2147438672,ORLEND3A5
2,10767,-2147438673,ORLEND3A3
2,10767,-2147438674,ORLEND3A2
2,10767,-2147438675,ORLEND3A1
2,10767,-2147438676,ORLEND1A4
2,10767,-2147438677,ORLENDOAN3
2,10767,-2147438678,ORLEND1A2
2,10767,-2147438679,ORLEND1A1
2,10767,-2147438680,ORLEND2A4
2,10767,-2147438681,ORLEND2A3
2,10767,-2147438682,ORLEND2A2
2,10767,-2147438683,ORLEND3A6
2,10767,-2147436256,ORLEDRESUS
2,10767,-2147436231,AHCRXPOPS
2,10767,-2147436228,ORLANGIOA3
2,10767,-2147436229,ORLANGIOA2
2,10767,-2147436230,AHCPACU
2,10767,-2147436161,ORLG3OR2
2,10767,-2147436159,ORLANGIOA4
2,10767,-2147436807,ORLWT8C
2,10767,-2147436808,ORLWT8B
2,10767,-2147436809,ORLWT8A
2,10767,-2147436810,ORLWT9C
2,10767,-2147436802,ES-CFDCOVID17
2,10767,-2147436803,ES-CFDCOVID16
2,10767,-2147436804,ES-CFDCOVID15
2,10767,-2147436805,ES-CFDCOVID14
2,10767,-2147436777,ORLEPS7
2,10767,-2147436778,ORLEPSAN7
2,10767,-2147436414,ORLINRA16
2,10767,-2147436415,ORLINRA14
2,10767,-2147436412,ORLINR16
2,10767,-2147436413,ORLINR14
2,10767,-2147436367,AHCEMS
2,10767,-2147436363,ORLCOVO
2,10767,-2147436364,ORLCOVO
2,10767,-2147436343,ORLINRA14
2,10767,-2147436254,ORLEDRED2
2,10767,-2147436255,ORLEDRED1
2,10767,-2147438612,AHCOR1A4
2,10767,-2147438613,AHCOR1A3
2,10767,-2147438614,AHCOR1A2
2,10767,-2147438615,AHCOR1A1
2,10767,-2147438616,ORLOR1A26
2,10767,-2147438617,ORLOR1A25
2,10767,-2147438618,ORLOR1A24
2,10767,-2147438619,ORLOR1A23
2,10767,-2147438620,ORLOR1A22
2,10767,-2147438621,ORLOR1A21
2,10767,-2147438622,ORLOR1A20
2,10767,-2147438623,ORLOR1A19
2,10767,-2147438624,ORLOR1A18
2,10767,-2147438625,ORLOR1A17
2,10767,-2147438626,ORLOR1A16
2,10767,-2147438627,ORLOR1A15
2,10767,-2147438628,ORLOR1A14
2,10767,-2147438629,ORLOR1A12
2,10767,-2147438630,ORLOR1A11
2,10767,-2147438405,ORLOPECT
2,10767,-2147438424,ORLNUCA1
2,10767,-2147438425,ORLWT3A2
2,10767,-2147438426,ORLWT3A1
2,10767,-2147438427,ORLBRACHA1
2,10767,-2147438428,ORLMEGA1
2,10767,-2147438429,ORLWT3A3
2,10767,-2147438430,ORLPETA1
2,10767,-2147438443,ORLWT2A10
2,10767,-2147438444,ORLWT2A9
2,10767,-2147438445,ORLWT2A8
2,10767,-2147438446,ORLWT2A7
2,10767,-2147438447,ORLWT2A6
2,10767,-2147438448,ORLWT2A5
2,10767,-2147438449,ORLWT2A4
2,10767,-2147438450,ORLG3OR
2,10767,-2147438451,ORLOPANEST
2,10767,-2147438452,ORLG3ORMRI
2,10767,-2147438458,ORLEND2A1
2,10767,-2147438460,ORLBRACH
2,10767,-2147438651,ORLCATHA2
2,10767,-2147438652,ORLTILTA1
2,10767,-2147438653,ORLG3A8
2,10767,-2147438654,ORLG3A7
2,10767,-2147438655,ORLG3A6
2,10767,-2147438656,ORLG3A5
2,10767,-2147438657,ORLG3A4
2,10767,-2147438658,ORLG3A3
2,10767,-2147438659,ORLFCCAN1
2,10767,-2147438660,ORLOPORA8
2,10767,-2147438661,ORLOPORA7
2,10767,-2147438662,ORLOPORA6
2,10767,-2147438663,ORLOPORA5
2,10767,-2147438664,ORLOPORA4
2,10767,-2147438665,ORLOPORA3
2,10767,-2147438666,ORLOPORA2
2,10767,-2147438667,ORLOPORA1
2,10767,-2147438668,ORLKSCA4
2,10767,-2147438669,ORLKSCA3
2,10767,-2147438631,ORLOR1A10
2,10767,-2147438632,ORLOR1A9
2,10767,-2147438633,ORLOR1A8
2,10767,-2147438634,ORLOR2A38
2,10767,-2147438635,ORLOR2AN37
2,10767,-2147438636,ORLOR2A36
2,10767,-2147438637,ORLOR2A35
2,10767,-2147438638,ORLOR2A34
2,10767,-2147438639,AHCOR2A32
2,10767,-2147438640,AHCOR2A31
2,10767,-2147438641,ORLOR2A30
2,10767,-2147438642,ORLEPSA12
2,10767,-2147438643,ORLEPSA11
2,10767,-2147438644,ORLEPSA10
2,10767,-2147438645,ORLEPSA9
2,10767,-2147438646,ORLEPSA7
2,10767,-2147438647,ORLCATHA6
2,10767,-2147438648,AHCPOPS1A1
2,10767,-2147438649,ORLCATHA4
2,10767,-2147438650,AHCPOPS2A2
2,10754,-2147441135,4Y-OR3
2,10754,-2147441136,4Y-OR2
2,10754,-2147441137,4Y-OR1
2,10754,-2147441138,4YA
2,10754,-2147441139,CCL-TEE
2,10754,-2147441140,PHMHAZ
2,10754,-2147441141,4RR
2,10754,-2147441142,4RB
2,10754,-2147441143,4RA
2,10754,-2147441144,4POS
2,10754,-2147441145,4OR
2,10754,-2147441146,4NW
2,10754,-2147441147,4EC
2,10754,-2147441148,4EB
2,10754,-2147441149,3NW
2,10754,-2147441150,2WT-CWH
2,10754,-2147441151,1EH
2,10754,-2147441152,1EG
2,10754,-2147441153,1EF
2,10754,-2147441116,6CC-HEMO
2,10754,-2147441117,UIR-SUITE
2,10754,-2147441118,5Y3
2,10754,-2147441119,5Y2
2,10754,-2147441120,5Y1
2,10754,-2147441121,PHMC2B
2,10754,-2147441122,5WT2
2,10754,-2147441123,5WT
2,10754,-2147441124,5TB
2,10754,-2147441125,5TA
2,10754,-2147441126,5SO-SMI
2,10754,-2147441127,5RB
2,10754,-2147441128,5RA
2,10754,-2147441129,5NW
2,10754,-2147441130,5ED
2,10754,-2147441131,5EC
2,10754,-2147441132,5EB
2,10754,-2147441133,5EA
2,10754,-2147441134,4Y-RR
2,10754,-2147443022,A-OR-14
2,10754,-2147443023,A-OR-12b
2,10754,-2147443024,A-OR-12a
2,10754,-2147443025,A-OR-11
2,10754,-2147443026,A-EP-3
2,10754,-2147443027,A-EP-2
2,10754,-2147443028,A-EP-1
2,10754,-2147443029,A-Cape-6
2,10754,-2147443030,A-Cape-5
2,10754,-2147443031,A-Cape-4
2,10754,-2147443032,A-Cape-3
2,10754,-2147443033,A-Cape-2
2,10754,-2147443034,A-Cape-1
2,10754,-2147443035,A-Bronch
2,10754,-2147443036,A-4OR-4
2,10754,-2147443037,A-4OR-3
2,10754,-2147443038,A-4OR-2
2,10754,-2147443039,A-4OR-1
2,10754,-2147443040,A-4CYT-3
2,10754,-2147441154,1EE
2,10754,-2147441155,1ED
2,10754,-2147441156,1EC
2,10754,-2147441157,1EB
2,10754,-2147441158,ES-1EA
2,10754,-2147441239,4EA
2,10754,-2147443008,A-Endo-1
2,10754,-2147443009,A-RAD-3
2,10754,-2147443010,A-RAD-2
2,10754,-2147443011,A-RAD-1
2,10754,-2147443012,A-OR-24
2,10754,-2147443013,A-OR-23
2,10754,-2147443014,A-OR-22
2,10754,-2147443015,A-OR-21
2,10754,-2147443016,A-OR-20
2,10754,-2147443017,A-OR-19
2,10754,-2147443018,A-OR-18
2,10754,-2147443019,A-OR-17
2,10754,-2147443020,A-OR-16
2,10754,-2147443021,A-OR-15
2,10754,-2147441058,RADSPC2
2,10754,-2147441059,RADSPC1
2,10754,-2147441060,RADCAT
2,10754,-2147441061,RAD-PRE
2,10754,-2147441062,RAD-LIGHT
2,10754,-2147441063,POS-2
2,10754,-2147441064,POS-1
2,10754,-2147441065,OR-NIGHT
2,10754,-2147441066,RR3
2,10754,-2147441067,RADMRI
2,10754,-2147441068,OR22
2,10754,-2147441069,PHMOR
2,10754,-2147441070,EPS-2
2,10754,-2147441071,ES-EPS-1
2,10754,-2147441072,ENDO-MAIN
2,10754,-2147441073,BAY-OP
2,10754,-2147441074,ENDO-3
2,10754,-2147441075,ENDO-2
2,10754,-2147441076,CVD-STRESS
2,10754,-2147440102,1EA
2,10754,-2147441039,PHMIV
2,10754,-2147441040,7TA
2,10754,-2147441041,UIR-PET-CT
2,10754,-2147441042,ENDO-OF
2,10754,-2147441043,6YC
2,10754,-2147441044,UIR-NrsStn
2,10754,-2147441045,4RR-OF
2,10754,-2147441046,NR1
2,10754,-2147441047,NMR
2,10754,-2147441048,NA9
2,10754,-2147441049,NA15
2,10754,-2147441050,NA14
