hdp_shardid,skclientkey,medid,medfulname
2,10767,7300006222,cyanide antidote 1 kit/1 EA Kit
2,10767,7300006221,herbal drugs (Sarapin) (50 mL) Amp/Vial
2,10767,7300006217,neostigmine (Prosti gmin) 10 mg/10 mL Injection
2,10767,7300006214,fentaNYL (Sublimaze) 1000 mcg/20 mL Amp/Vial
2,10767,7300006213,chloroprocaine 3% MPF (Nesacaine-MPF 3%) 900 mg/30 mL Amp/Vial
2,10767,7300006211,alprostadil *NP* (Prostin VR Pediatric) 500 mcg/1 mL Amp/Vial
2,10767,7300006210,streptozocin (Zanosar) 1000 mg/10 mL Injection
2,10767,7300006207,acyclovir (Zovirax) 500 mg/10 mL Injection
2,10767,7300006204,loratadine (Claritin) 10 mg/10 mL Syrup
2,10767,7300006203,sodium bicarbonate 4.2% 5 mEq/10 mL Syringe
2,10767,7300006201,linezolid/D5W (Zyvox) 600 mg/300 mL Bag
2,10767,7300006195,dantrolene sodium (Dantrium) 20 mg Injection
2,10767,7300006194,acetylcysteine 20% (Mucomyst) 6000 mg/30 mL Amp/Vial
2,10767,7300006175,sincalide (Kinevac) 5 mcg Injection
2,10767,7300003035,capecitabine (Xeloda) 500 mg Tab
2,10767,7300010695,ramelteon (Rozerem) 8 mg Tab
2,10767,7300010694,betamethasone soluspan (Celestone Soluspan) 6 mg/1 mL Injection
2,10767,7300010682,propafenone ER (Rythmol SR) 325 mg ER Capsule
2,10767,7300010680,interferon beta-1a (Rebif) 44 mcg/0.5 mL Injection
2,10767,7300010679,ranolazine (Ranexa) 500 mg ER Tablet
2,10767,7300010678,meningococcal vaccine (2 mo and older) (Menactra) (0.5 mL) Injection
2,10767,7300010677,nitazoxanide (Alinia) 100 mg/5 mL Oral Suspension
2,10767,7300010676,quiNINE (Qualaquin) 324 mg Cap
2,10767,7300010675,testosterone 1% Gel (AndroGel) (5 gm) Packet
2,10767,7300010673,midazolam/NS (Versed) 100 mg/100 mL Bag
2,10767,7300010672,lenalidomide (Revlimid) 15 mg Cap
2,10767,7300010671,lansoprazole (Prevacid) 15 mg DIS Tablet
2,10767,7300010670,lansoprazole (Prevacid) 30 mg DIS Tablet
2,10767,7300010669,posaconazole (Noxafil) 200 mg/5 mL Oral Suspension
2,10767,7300010668,buprenorphine-naloxone 8 mg-2 mg (Suboxone) DIS Tablet
2,10767,7300010666,vorinostat (Zolinza) 100 mg Cap
2,10767,7300010665,abatacept (Orencia) 250 mg/10 mL Injection
2,10767,7300010664,paricalcitol (Zemplar) 1 mcg Cap
2,10767,7300010714,dextromethorphan-pseudoephedrine *NP* (Pedia Relief Infant Drops) (15 mL) Liq
2,10767,7300010713,treprostinil (Remodulin) 20 mg/20 mL (20 mL) Amp/Vial
2,10767,7300010712,pregabalin (Lyrica) 150 mg Cap
2,10767,7300010710,fluorouracil 5% Cream 40 gm (Efudex) (40 APP) Tube
2,10767,7300010709,cisatracurium (Nimbex) 10 mg/5 mL Injectable
2,10767,7300010708,pregabalin (Lyrica) 75 mg Cap
2,10767,7300010707,OB fentanyl-ropivacaine Epidural T.V. (150 mL) Bag
2,10767,7300010706,BGK Prismasate dialysate 4/2.5 (PrismaSate Dialysate BGK 4/2.5) (5000 mL) Bag
2,10767,7300010705,zolpidem CR (Ambien CR) 6.25 mg ER Tablet
2,10767,7300010704,eszopiclone (Lunesta) 3 mg Tab
2,10767,7300010703,eszopiclone (Lunesta) 2 mg Tab
2,10767,7300010702,eszopiclone (Lunesta) 1 mg Tab
2,10767,7300010701,hepatitis B immune globulin (Nabi-HB) (1 mL) Amp/Vial
2,10767,7300010700,zolpidem CR (Ambien CR) 12.5 mg CR Tablet
2,10767,7300010699,"ophthalmic irrigation, extraocular (EyeWash sterile) (120 mL) Ophth Soln"
2,10767,7300010698,solifenacin (Vesicare) 5 mg Tab
2,10767,7300010697,multivitamins (Folamin) Tab
2,10767,7300010696,cycloSPORINE 0.05% (Restasis) (4 drop) Ophth Emulsion
2,10767,7300009576,amitriptyline/perphenazine 25mg-2mg (Etrafon) Tab
2,10767,7300009575,benztropine mesylate (Cogentin) 1 mg Tab
2,10767,7300009573,hydrocortisone (Cortef) 20 mg Tab
2,10767,7300009572,probenecid (Benemid) 500 mg Tab
2,10767,7300009564,miconazole nitrate (Monistat 3) (3 suppository) Supp
2,10767,7300009563,ezetimibe (Zetia) 10 mg Tab
2,10767,7300009559,racEPINEPhrine (S-2) (15 mL) Amp/Vial
2,10767,7300009558,terconazole 0.4% Cream (Terazol-7) (45 APP) Tube
2,10767,7300009557,sodium CHLORIDE (BronchoSaline) (15 mL) Neb
2,10767,7300009556,dimethyl sulfoxide (Rimso-50) (50 mL) Amp/Vial
2,10767,7300009554,cholestyramine-aspartame light packet (Questran-Light) 4 gm (1 packet) Powder
2,10767,7300009553,chlorhexidine gluconate 0.12% Oral Rinse (Peridex) (480 mL) Liq
2,10767,7300009552,phenol (Phenol) (120 mL) Liq
2,10767,7300009546,denileukin difitox (Ontak) 300 mcg/2 mL Injection
2,10767,7300009545,nitroglycerin (Nitro-Dur) 0.3 mg/1 patch Patch
2,10767,7300009544,nitroglycerin (Nitro-Dur) 0.1 mg/1 patch Patch
2,10767,7300009542,isosorbide mononitrate (Monoket) 20 mg Tab
2,10767,7300009540,pirbuterol (Maxair) 200 mcg/1 puff (120 puff) Inhaler
2,10767,7300010663,anidulafungin (Eraxis) 50 mg/15 mL Injection
2,10767,7300010660,phenytoin *NP* (Dilantin) 5 mg/1 mL (2 mL) Syringe
2,10767,7300010656,buprenorphine-naloxone 2 mg-0.5 mg (Suboxone) DIS Tablet
2,10767,7300010655,decitabine (Dacogen) 50 mg/10 mL Injection
2,10767,7300010653,tipranavir (Aptivus) 250 mg Cap
2,10767,7300010652,metaproterenol 0.4% inhalation (2.5 mL) Neb
2,10767,7300009596,oxazepam (Serax) 30 mg Cap
2,10767,7300009595,oxazepam (Serax) 10 mg Cap
2,10767,7300009594,leuprolide (Lupron Depot) 22.5 mg Kit
2,10767,7300009593,oxazepam (Serax) 15 mg Cap
2,10767,7300009592,folic acid (Folate) 1 mg Tab
2,10767,7300009587,trifluoperazine HCl (Stelazine) 10 mg Tab
2,10767,7300009586,trifluoperazine HCl (Stelazine) 5 mg Tab
2,10767,7300009585,trifluoperazine HCl (Stelazine) 2 mg Tab
2,10767,7300009584,trifluoperazine HCl (Stelazine) 1 mg Tab
2,10767,7300009582,prochlorperazine maleate (Compazine) 10 mg Tab
2,10767,7300009579,amitriptyline-perphenazine 10 mg-2 mg (Etrafon) (1 tab) Tab
2,10767,7300009578,amitriptyline-perphenazine 25 mg-4 mg (Etrafon) (1 tab) Tab
35,10352,176410,fomepizole (ANTIZOL) 1.5 g/1.5 mL (1.5 mL) Vial
35,10352,176792,traZODone (DESYREL) 25 mg Half-Tablet
35,10352,175968,indapamide (LOZOL) 2.5 mg Tab
35,10352,176080,sodium chloride 0.9 % (sodium chloride 0.9 %) (10 mL) Syringe
35,10352,101373,SODIUM CHLORIDE 0.45 % INTRAVENOUS SOLUTION (1000 mL) BAG
35,10352,110230,metoclopramide HCl (REGLAN) 1 mg/mL (473 mL) UDC
35,10352,177266,citalopram (celeXA) 5 mg Half-Tablet
35,10352,160235,QUEtiapine (SEROquel) 100 mg Tab
35,10352,176449,iron dextran (iron dextran) 100 mg (2 mL) Vial
35,10352,159053,TRIAMCINOLONE ACETONIDE 0.025 % TOPICAL OINTMENT (KENALOG) Tube
35,10352,101281,sodium chloride 0.9% Irrigation (sodium chloride 0.9% Irrigation) (1000 mL) Bottle
35,10352,101370,lidocaine (PF) (XYLOCAINE) 100 mg (5 mL) Syringe
35,10352,176778,valACYclovir (VALTREX) 500 mg Tab
35,10352,160380,ziprasidone (GEODON) 20 mg Cap
35,10352,159201,"estrogens, conjugated (PREMARIN) 0.3 mg Tab"
35,10352,102297,phenytoin (DILANTIN) 30 mg Cap
35,10352,110050,albuterol (PROVENTIL / VENTOLIN) 2 mg (5 mL) Oral Syringe
35,10352,177041,risperiDONE (RISPERDAL M-TABS) 0.5 mg Tab
35,10352,102835,"lidocaine-EPINEPHrine 1%-1:100,000 (10ml) (lidocaine-EPINEPHrine 1%-1:100,000) Vial"
35,10352,102329,dipyridamole (PERSANTINE) 25 mg Tab
35,10352,159292,bicalutamide (CASODEX) 50 mg Tab
35,10352,159046,HYDROCORTISONE 2.5 % TOPICAL CREAM Tube
35,10352,160634,palonosetron (ALOXI) 0.25 mg (5 mL) Vial
35,10352,177003,clindamycin (CLEOCIN) 300 mg (50 mL) IVPB
35,10352,170271,clove (clove) (30 mL) Bottle
35,10352,159036,triamterene (DYRENIUM) 50 mg Cap
35,10352,102287,diltiazem ER (CARDIZEM SR) 90 mg Cap
35,10352,177107,carbamide peroxide 10% (GLY-OXIDE) (60 mL) Bottle
35,10352,102450,promethazine (PHENERGAN) 12.5 mg Tab
35,10352,142020,methylphenidate (RITALIN) 5 mg Tab
35,10352,175838,meningococcal polysaccharide (MENACTRA) 8 mcg (0.5 mL) Syringe
35,10352,101933,CARBIDOPA 10 MG-LEVODOPA 100 MG (SINEMET) 10 mg (100 mg) Tab
35,10352,102497,theophylline ER (THEODUR) 100 mg Tab
35,10352,159048,POVIDONE-IODINE 10 % TOPICAL SOLUTION (BETADINE) Bottle
35,10352,100786,potassium chloride 2mEq/mL (potassium chloride 2mEq/mL) (250 mL) IVPB
35,10352,176488,clonazePAM - ODS (klonoPIN) 0.125 mg Tab
35,10352,176652,ARIPiprazole (ABILIFY) 2.5 mg Half-Tablet
35,10352,102072,leucovorin calcium (WELLCOVORIN) 5 mg Tab
35,10352,160142,dronabinol (MARINOL) 2.5 mg Cap
35,10352,176203,estradiol (ESTRACE) 1 mg Tab
35,10352,176787,nitroGLYCERIN in D5W (nitroGLYCERIN in D5W 50 mg/250 mL) 50 mg (250 mL) IVPB
35,10352,177234,predniSONE (DELTASONE) 0.5 mg Half-Tablet
35,10352,142043,SUFENTANIL CITRATE (SUFENTA) 100 mcg (2 mL) Vial
35,10352,159294,ticlopidine (TICLID) 250 mg Tab
35,10352,103075,magnesium hydroxide (MILK OF MAGNESIA CONCENTRATE) 2400 mg (10 mL) UDC
35,10352,159218,simethicone (MYLICON) 80 mg Tab
35,10352,178184,glucagon HCl (glucagon HCl) 1 mg
35,10352,101365,dextrose 50% (dextrose 50%) Syringe
35,10352,178239,lidocaine (URO-JET) (URO-JET) 2 % (10 mL) EACH
35,10352,NCPSM,Patient Specific Med (Patient Specific Med) EACH
35,10352,178121,flu vacc ts2017-18 65yr up(PF) (FLUZONE HIGH DOSE (65 years and older)) (0.5 mL) Syringe
35,10352,176031,POTASSIUM CHLORIDE IN D5  (dextrose 5 % and 0.9 % NaCl with KCl 20 mEq) 20 mEq (1000 mL) BAG
35,10352,177347,raltegravir (ISENTRESS) 400 mg Tab
35,10352,102606,bethanechol (URECHOLINE) 25 mg Tab
35,10352,102655,haloperidol (HALDOL) 0.5 mg Tab
35,10352,170113,bisoprolol (ZEBETA) 5 mg Tab
35,10352,177340,metroNIDAZOLE 1 % TOPICAL GEL (METROGEL) Tube
35,10352,102393,LORazepam (ATIVAN) 2 mg Tab
35,10352,177607,flu vaccine (HIGH DOSE) (HIGH DOSE FLUZONE ) (0.5 mL) Syringe
35,10352,152031,bupivacaine in dextrose (SENSORCAINE) Vial
35,10352,101286,sterile water for irrigation (sterile water for irrigation) (500 mL) IVPB
35,10352,101190,"gelatin, absorbable 12-7 mm (GELFOAM) Package"
35,10352,159050,mineral oil Oil (mineral oil Oil) (30 mL) UDC
35,10352,140190,PILOCARPINE 4 % EYE DROPS (PILOCAR) Bottle
35,10352,102001,triazolam (HALCION) 0.25 mg Tab
35,10352,177654,HYDROcodone-acetaminophen 5 - 217 mg/ 10 mL UDC (NORCO) 5 mg (10 mL) UDC
35,10352,177208,methylPREDNISOLone sodium succinate (PF) (solu-MEDROL) 1000 mg (8 mL) Vial
35,10352,100005,"ETHANOL (ETHYL ALCOHOL) 98 % INJECTION SOLUTION (alcohol, ethyl) Vial"
35,10352,160360,bupivacaine *pf* 0.5% (MARCAINE) (30 mL) Vial
35,10352,176981,rivaroxaban (XARELTO) 15 mg Tab
35,10352,142017,meperidine (DEMEROL) 100 mg (1 mL) Syringe
35,10352,102074,megestrol (MEGACE) 40 mg Tab
35,10352,110012,acetaminophen (TYLENOL) 650 mg (20.3 mL) UDC
35,10352,177158,brimonidine 0.2% (ALPHAGAN) (5 mL) Bottle
35,10352,102940,Baby Glop (Baby Glop) (60 mL) Tube
35,10352,177422,butorphanol (STADOL) 1 mg (1 mL) Vial
35,10352,178191,umeclidinium-vilanterol (ANORO ELLIPTA) (1 INHALER) Inhaler
35,10352,102355,imipramine (TOFRANIL) 25 mg Tab
35,10352,170140,flecainide (TAMBOCOR) 50 mg Tab
35,10352,102425,predniSONE (old cdm) (DELTASONE) 5 mg Tab
35,10352,177700,apixaban (ELIQUIS) 2.5 mg Tab
35,10352,176765,"EPINEPHrine (1:1,000) (ADRENALIN) 30 mg (30 mL) Vial"
35,10352,mrn2146869,mclaud_babygirl_neonatal_morphine Oral Syringe
35,10352,159058,amLODIPine (NORVASC) 5 mg Tab
35,10352,160200,maalox-lidocaine-diphenhydrAMINE 200-25-400-40 mg/30 mL Mouthwash (FIRST MOUTHWASH BLM 200-25-400-40 mg/30 mL Mouthwash)
35,10352,100772,physostigmine salicylate (ANTILIRIUM) 1 mg (1 mL) Vial
35,10352,100977,VERAPAMIL 2.5 MG/ML INTRAVENOUS SOLUTION (ISOPTIN) 5 mg (2 mL) Vial
35,10352,160327,linezolid (linezolid) 600 mg (300 mL) IVPB
35,10352,177195,fluocinonide-emollient 0.5% (LIDEX-E) (15 g) Tube
35,10352,159335,buPROPion SR (WELLBUTRIN SR) 150 mg Tab
35,10352,177773,buprenorphine-naloxone 8 mg-2 mg (SUBOXONE 8 mg - 2 mg) 8 mg Film
35,10352,100710,neostigmine (PROSTIGMIN) 1 mg (1 mL) Vial
35,10352,101434,baclofen (LIORESAL) 20 mg Tab
35,10352,110223,magnesium oxide (MAG-OX) 400 mg Tab
35,10352,159339,metoprolol succinate ER (TOPROL-XL) 50 mg Tab
35,10352,177703,rivaroxaban (XARELTO) 20 mg
35,10352,69,MITOMYCIN 20 MG INTRAVENOUS SOLUTION
35,10352,178232,lipase-protease-amylase (NF strength) (Creon) Cap
35,10352,176764,"EPINEPHrine (1:10,000) (ADRENALIN) 1 mg (10 mL) Syringe"
35,10352,177485,mirtazapine (REMERON SOL-TAB) 7.5 mg Half-Tablet
35,10352,177267,digoxin (LANOXIN) 62.5 mcg Half-Tablet
35,10352,170156,metoprolol tartrate (LOPRESSOR) 25 mg Tab
35,10352,52,metoclopramide HCl (REGLAN) UDC
35,10352,101366,dextrose 5% (dextrose 5%) (500 mL) IVPB
35,10352,178002,SODIUM TETRADECYL SULFATE 3 % (30 MG/ML) INTRAVENOUS SOLUTION (Sotradecol) 60 mg (2 mL) Vial
35,10352,101508,"SULFAMETHOXAZOLE 400 MG-TRIMETHOPRIM 80 MG (BACTRIM,SEPTRA) Tab"
35,10352,100575,magnesium sulfate 50% (magnesium sulfate 50%) 5 g (10 mL) Vial
35,10352,102247,DEXTROSE 40 % ORAL GEL (GLUTOSE) 15 g Tube
35,10352,102020,benzocaine 5.4%-antipyrine 1.4% (AURALGAN) (10 mL) Bottle
35,10352,178264,amantadine HCl (amantadine HCl) 100 mg Tab
35,10352,100706,polymyxin B (polymyxin B) 500 Units Vial
35,10352,101302,sodium chloride 0.9% (sodium chloride 0.9%) (150 mL) IVPB
35,10352,NCkeyspca,Keys - PCA EACH
35,10352,170157,metoprolol succinate ER (TOPROL-XL) 25 mg Tab
35,10352,159251,Allergy kit (BH ALLERGY KIT) Package
35,10352,176952,GADOBUTROL 15 MMOL/15 ML (1 MMOL/ML) INTRAVENOUS SOLUTION (GADAVIST) Vial
35,10352,177467,indapamide (LOZOL) 1.25 mg Half-Tablet
35,10352,101175,"gelatin, absorbable (GELFOAM) 100 cm Package"
35,10352,101505,colchicine (colchicine) 0.6 mg Tab
35,10352,176048,DOBUTamine in D5W (DOBUTREX) 500 mg (250 mL) BAG
35,10352,1782723,dexmedetomidine IVPB
35,10352,CATHKEYS,Keys - Cath Lab A EACH
35,10352,177126,thiothixene (NAVANE) 5 mg Cap
35,10352,88,azaCITIDine (VIDAZA) Vial
35,10352,151301,ampicillin-sulbactam (UNASYN) 1.5 g Vial
35,10352,177430,morphine (morphine) 10 mg/mL (10 mL)
35,10352,102739,sodium bicarbonate (sodium bicarbonate) 325 mg Tab
35,10352,102815,vitamin E 400 Units Cap
35,10352,160244,risperiDONE (risperDAL) 1 mg (1 mL) Oral Syringe
35,10352,177246,lithium (lithium) 300 mg Tab
35,10352,177082,iron sucrose (iron sucrose) 200 mg (10 mL) Vial
35,10352,177189,methyl salicylate-menthol Tube
35,10352,176087,darbepoetin alfa-polysorbate (ARANESP) 25 mcg (1 mL) Vial
35,10352,177030,ESTRADIOL 0.025 MG/24 HR WEEKLY TRANSDERMAL PATCH (CLIMARA) PATCH
35,10352,mrn1403320,MULLIGAN_BABY_GIRL_NEONATAL_MORPHINE Oral Syringe
35,10352,175908,ropivacaine 0.2% (NAROPIN) (20 mL) Ampule
35,10352,160333,tacrolimus (PROGRAF) Vial
35,10352,176827,EPINEPHrine (Anaphylaxis Kit) 1 mg (1 mL) Vial
35,10352,176619,methylene blue 1% (methylene blue 1%) (10 mL) Vial
35,10352,100695,nalOXone (NARCAN) 0.4 mg (1 mL) Vial
35,10352,175854,ceFEPIme (MAXIPIME) 1 g Vial
35,10352,102082,NITROGLYCERIN 0.4 MG/HR TRANSDERMAL (nitroGLYCERIN) PATCH
35,10352,102345,multivitamin (multivitamin) Tab
35,10352,102415,phenazopyridine (PYRIDIUM) 100 mg Tab
35,10352,101661,levothyroxine (SYNTHROID) 25 mcg Tab
35,10352,51,glycopyrrolate (ROBINUL) Vial
35,10352,117071,hepatitis B virus vaccine (PF) (ENGERIX-B) (0.5 mL) Syringe
35,10352,177725,leuprolide (LUPRON) 30 mg Syringe
35,10352,176953,GADOBUTROL 7.5 MMOL/7.5 ML (1 MMOL/ML) INTRAVENOUS SOLUTION (GADAVIST) Vial
35,10352,130450,"THROMBIN (RECOMBINANT) 5,000 UNIT TOPICAL SOLUTION Bottle"
35,10352,177198,"heparin, porcine (PF) (heparin, porcine (PF)) 2000 Units (2 mL) Vial"
35,10352,159249,Eye Kit (EMERGENCY EYE KIT) Package
35,10352,159819,MUPIROCIN 2 % TOPICAL OINTMENT (BACTROBAN) 22 g Tube
35,10352,39,norEPINEPHrine (LEVOPHED) Vial
35,10352,176060,trypan blue 0.06% (trypan blue 0.06%) (0.5 mL) Syringe
35,10352,CRNA-BOX,ANESTHESIA (STANDARD) REMOVE KIT EACH
35,10352,176350,rOPINIRole (REQUIP) 2 mg Tab
35,10352,LGANESRET,Cardiac Anesthesia Box (return) EACH
35,10352,177260,atenolol (TENORMIN) 12.5 mg Half-Tablet
35,10352,177194,"BACITRACIN-POLYMYXIN B 500 UNIT-10,000 UNIT/GRAM TOPICAL PACKET (bacitracin-polymyxin B) Packet"
35,10352,177997,zoledronic acid-mannitol-water (RECLAST) 0.05 mg/mL
35,10352,142013,HYDROmorphone (DILAUDID) 4 mg Tab
35,10352,101475,cholestyramine (QUESTRAN) 4 g Packet
35,10352,176141,triamcinolone cream (KENALOG) 0.1 % (454 g) Tube
35,10352,CATHKEYSB,Keys - Cath Lab B EACH
35,10352,176899,ondansetron (ZOFRAN) 8 mg Tab
35,10352,100115,chlorproMAZINE (THORAZINE) 50 mg (2 mL) Ampule
35,10352,176139,"poliovirus, inactive vaccine (POLIOVAX) (5 mL) Vial"
35,10352,100196,desmopressin (DDAVP) 4 mcg (1 mL) Ampule
35,10352,177591,benzocaine-menthol 15 mg-3.6 mg (CEPACOL) 1 LOZENGE
35,10352,177395,phenytoin (DILANTIN) 100 mg (4 mL) Oral Syringe
35,10352,102383,isosorbide dinitrate (ISORDIL) 30 mg Tab
35,10352,175816,modafinil (PROVIGIL) 100 mg Tab
35,10352,101506,cloNIDine (CATAPRES) 0.1 mg Tab
35,10352,159124,FLUoxetine (PROzac) 20 mg (5 mL) UDC
35,10352,177043,loxapine (LOXITANE) 5 mg Cap
35,10352,178038,chlorproMAZINE (THORAZINE) 50 mg Tab
35,10352,100781,potassium acetate (potassium acetate) 2 mEq/mL (50 mL)
35,10352,176086,pentamidine solution for inhalation (NEBUPENT) 300 mg Bottle
35,10352,177361,meloxicam (MOBIC) 15 mg Tab
35,10352,176480,OLANZapine (zyPREXA) 1.25 mg Half-Tablet
35,10352,159324,carvedilol (COREG) 6.25 mg Tab
35,10352,159826,cephALEXin (KEFLEX) 250 mg (5 mL) Bottle
35,10352,177042,erythromycin ethylsuccinate (EES) 400 mg Tab
35,10352,KEYRFN,KEY - REFRIGERATOR NARC Key
35,10352,176796,doxercalciferol (HECTOROL) 2 mcg (1 mL) Vial
35,10352,EPO10.2,"EPOETIN ALFA (20,000 UNITS/2 mL) (PROCRIT) 1 K UNIT UNITS"
35,10352,102388,labetalol (NORMODYNE) 300 mg Tab
35,10352,175988,NORELGESTROM-ETHINYL ESTRADIOL 150 MCG-20 MCG/24 HR WEEKLY (ORTHO EVRA) PATCH
35,10352,176950,SODIUM HYPOCHLORITE 0.5 % SOLUTION (DAKIN'S) Bottle
35,10352,176089,QUEtiapine (SEROquel) 50 mg Tab
35,10352,102070,acebutolol (SECTRAL) 200 mg Cap
35,10352,176298,PILOCARPINE 4 % EYE GEL (PILOCAR) Bottle
35,10352,150065,phenylephrine 10% (NEO-SYNEPHRINE) (5 mL) Bottle
35,10352,160305,DOPamine in D5W (INTROPIN) 800 mg (250 mL) BAG
35,10352,177955,methylphenidate (RITALIN) 20 mg Tab
35,10352,176432,HYDROcodone 5mg-acetaminophen 163mg (HYDROcodone 5mg-acetaminophen 163mg) (7.5 mL) UDC
35,10352,159347,riTUXimab (RITUXAN) 10 mg/mL (50 mL)
35,10352,159337,venlafaxine ER (EFFEXOR-XR) 37.5 mg Cap
35,10352,176463,mirtazapine (REMERON) 7.5 mg Half-Tablet
35,10352,78,DOBUTamine in D5W (DOBUTREX) BAG
35,10352,177053,cyanocobalamin (vitamin B-12)  SUBLINGUAL TABLET (cyanocobalamin (vitamin B-12)) 1000 mcg Tab
35,10352,175879,metoprolol tartrate (LOPRESSOR) 6.25 mg Half-Tablet
35,10352,102322,guaiFENesin (guaiFENesin) 100 mg (5 mL) UDC
35,10352,160304,remifentanil (ULTIVA) 2 mg (1 mL) Vial
35,10352,178209,rocuronium (ZEMURON) 10 mg/mL (10 mL)
35,10352,100845,scopolamine (scopolamine) 0.4 mg (1 mL) Vial
35,10352,101469,ACTIVATED CHARCOAL 25 GRAM/120 ML (Actidose-AQUA) (120 mL) Bottle
35,10352,177300,acitretin (SORIATANE) 25 mg Cap
35,10352,CATHKEYSC,Keys - Cath Lab C EACH
35,10352,106,TETRACAINE HCL (PF) 0.5 % EYE DROPS (PONTOCAINE) Bottle
35,10352,81,pioglitazone (ACTOS) Tab
35,10352,101282,sodium chloride 0.9% Irrigation (sodium chloride 0.9% Irrigation) (500 mL) Bottle
35,10352,159349,buPROPion SR (WELLBUTRIN SR) 100 mg Tab
35,10352,176763,EPINEPHrine *for eye cases ONLY* (PF) (ADRENALIN) Ampule
35,10352,102079,NITROGLYCERIN 0.1 MG/HR TRANSDERMAL (NITRODUR) PATCH
35,10352,160322,FLUTICASONE-SALMETEROL 500 MCG-50 MCG/ POWDER FOR INHALATION (ADVAIR) (1 INHALER) Inhaler
35,10352,175965,gabapentin (NEURONTIN) 250 mg (5 mL) UDC
35,10352,176105,midazolam (VERSED) 10 mg (2 mL) Vial
35,10352,177174,ARTIFICAL TEARS (ARTIFICAL TEARS) Bottle
35,10352,100606,mepivacaine (PF) (CARBOCAINE) 1.5 % (30 mL) Vial
35,10352,176404,sotalol (BETAPACE) 40 mg Half-Tablet
35,10352,159208,niacin (vitamin B3) 500 mg Tab
35,10352,159306,enoxaparin (LOVENOX) 30 mg (0.3 mL) Syringe
35,10352,175837,fenofibrate (TRICOR) 145 mg Tab
35,10352,160534,oxybutynin chloride ER (DITROPAN-XL) 5 mg Tab
35,10352,177394,brimonidine 0.1% (ALPHAGAN P) (5 mL) Bottle
35,10352,170229,darbepoetin alfa-polysorbate (ARANESP) 40 mcg (1 mL) Syringe
35,10352,177711,norEPINEPHrine in D5W (LEVOPHED) 8 mg (250 mL) BAG
35,10352,177001,CISplatin (PLATINOL) 1 mg/mL (50 mL)
35,10352,130025,hydrocortisone (ANUSOL-HC) 25 mg Suppository
35,10352,176976,fluphenazine (PROLIXIN) 5 mg (1 mL) UDC
35,10352,102750,thiamine (vitamin B1) 100 mg Tab
35,10352,159167,alendronate (FOSAMAX) 10 mg Tab
35,10352,176054,esmolol (BREVIBLOC) 2500 mg (250 mL) IVPB
35,10352,101509,cloNIDine (CATAPRES) 0.2 mg Tab
35,10352,102995,Lidocaine *MPF* 1% (lidocaine 1%) 10 mg/mL (5 mL) Vial
35,10352,100675,methylPREDNISOLone (solu-MEDROL) 125 mg (2 mL) Vial
35,10352,102915,nitroGLYCERIN (NITROSTAT) 0.3 mg Tab
35,10352,160606,alemtuzumab (CAMPATH) 30 mg/mL (1 mL)
35,10352,141036,fluPHENAZine decanoate (PROLIXIN DECANOATE) 125 mg (5 mL) Vial
35,10352,177270,ARIPiprazole (ABILIFY) 1 mg Half-Tablet
35,10352,152045,HETASTARCH 6 % IN 0.9 % SODIUM CHLORIDE INTRAVENOUS SOLUTION (HESPAN) (500 mL) Vial
35,10352,160348,lidocaine (PF) 1% (lidocaine 1%) 10 mg/mL (30 mL) Vial
35,10352,177200,SODIUM PHOSPHATES 9.5 GRAM-3.5 GRAM/59 ML ENEMA (FLEET PEDIATRIC) Bottle
35,10352,176970,dexamethasone sodium phosphate (PF) (DECADRON) 10 mg (1 mL) Vial
35,10352,177608,flu vaccine (36 months and older)  (Fluzone ) (0.5 mL) Vial
35,10352,177141,clobetasol (TEMOVATE) 0.05 %
35,10352,176170,ranibizumab (ranibizumab) 0.05 mg (0.05 mL) Vial
35,10352,176147,"THROMBIN (RECOMBINANT) 20,000 UNIT TOPICAL SOLUTION Bottle"
35,10352,176945,glyBURIDE micronized (GLYNASE) 3 mg Tab
35,10352,142010,codeine (codeine) 30 mg Tab
35,10352,175848,darbepoetin alfa-polysorbate (ARANESP) 100 mcg (0.5 mL) Syringe
35,10352,176949,metroNIDAZOLE 0.75 % TOPICAL GEL (METROGEL) Tube
35,10352,100660,methylPREDNISOLone acetate (DEPO-MEDROL) 40 mg (1 mL) Vial
35,10352,102988,minoxidil (LONITEN) 10 mg Tab
35,10352,103052,potassium chloride (potassium chloride) 2 mEq/mL (20 mL)
35,10352,176267,hepatitis B immune globulin (hepatitis B immune globulin) (5 mL) Vial
35,10352,160407,carBAMazepine ER (CARBATROL) 200 mg Cap
35,10352,157300,risperiDONE (risperDAL) 1 mg Tab
35,10352,110229,metoclopramide HCl (REGLAN) 1 mg/mL (10 mL) UDC
35,10352,176408,BUDESONIDE-FORMOTEROL HFA 160 MCG-4.5 MCG (SYMBICORT) (1 INHALER) Inhaler
35,10352,MRN1397054,HARDY_BABYBOY_NEONATAL_MORPHINE Oral Syringe
35,10352,152015,gabapentin (NEURONTIN) 400 mg Cap
35,10352,102223,ALPRAZolam (XANAX) 0.5 mg Tab
35,10352,175960,ESTRADIOL 0.01%  VAGINAL CREAM (ESTRACE) Tube
35,10352,71,"MVI,ADULT NO.4 WITH VIT K 3300 UNIT-150 MCG/10 ML INTRAVENOUS SOLUTION"
35,10352,177755,predniSONE (DELTASONE) 20 mg Tab
