itemtransactionkey,skclientkey,itemtransactionrootkey,transactionsessionkey,itemtransactiontypekey,txtimekey,itemrootkey,itemkey,medkey,meditemrootkey,meditemkey,medfullname,device_naturalkey,dispensingdevicekey,storagespacerootkey,storagespacekey,storagespaceitemrootkey,storagespaceitemkey,storagespaceshortname,storagespaceabbreviatedname,transactionlocaldatetime,cancelflag,startstoragespaceinventoryquantity,endstoragespaceinventoryquantity,estransactiontypekey,legacytransactiontypekey,ismeddeviceexclude,ismedexclude,isdeviceexclude,transactionquantity,actualbegincount,hdp_shardid,medid,dispensingdevicename
-9223372033381378545,13535,1325417147,-1180810184,-2147445089,20201007,-2140165182,-2136402644,-2109615544,-2140165182,-2135853877,succinylcholine (Quelicin) 200 mg/10 mL SYRINGE,-2147437246,-2146014097,-2125248822,-2114996408,-2116366689,-2100061941,PACU Drw 2.1-Pkt C4,PACU 2.1-C4,2020-10-07 08:46:10.0,False,2.0000,0.0000,13,13,False,False,False,2.000000000000000000,2.000000000000000000,15,89048835,MURPACU
-9223372033344071168,13535,1362661123,-1170836793,-2147445089,20201116,-2140165182,-2136402644,-2109615544,-2140165182,-2135853877,succinylcholine (Quelicin) 200 mg/10 mL SYRINGE,-2147437246,-2146014097,-2125248822,-2114996408,-2116366689,-2100061941,PACU Drw 2.1-Pkt C4,PACU 2.1-C4,2020-11-16 11:02:52.0,False,2.0000,1.0000,13,13,False,False,False,1.000000000000000000,2.000000000000000000,15,89048835,MURPACU
-9223372033343406374,13535,1363324417,-1170653034,-2147445089,20201117,-2140165182,-2136402644,-2109615544,-2140165182,-2135853877,succinylcholine (Quelicin) 200 mg/10 mL SYRINGE,-2147437246,-2146014097,-2125248822,-2114996408,-2116366689,-2100061941,PACU Drw 2.1-Pkt C4,PACU 2.1-C4,2020-11-17 09:37:09.0,False,2.0000,1.0000,13,13,False,False,False,1.000000000000000000,2.000000000000000000,15,89048835,MURPACU
-9223372033282254185,13535,1424320400,-1154467330,-2147445089,20210225,-2140165182,-2136402644,-2109615544,-2140165182,-2135853877,succinylcholine (Quelicin) 200 mg/10 mL SYRINGE,-2147437246,-2145981413,-2125248822,-2114996408,-2116366689,-2100061941,PACU Drw 2.1-Pkt C4,PACU 2.1-C4,2021-02-25 09:12:00.0,False,2.0000,0.0000,13,13,False,False,False,2.000000000000000000,2.000000000000000000,15,89048835,MURPACU
-9223372033244019508,13535,1462452809,-1144295358,-2147445089,20210429,-2140165182,-2136402644,-2109615544,-2140165182,-2135853877,succinylcholine (Quelicin) 200 mg/10 mL SYRINGE,-2147437246,-2145981413,-2125248822,-2114996408,-2116366689,-2100061941,PACU Drw 2.1-Pkt C4,PACU 2.1-C4,2021-04-29 11:38:52.0,False,2.0000,0.0000,13,13,False,False,False,2.000000000000000000,2.000000000000000000,15,89048835,MURPACU
-9223372033325710065,13535,1380977591,-1165968369,-2147445089,20201218,-2140165182,-2136402644,-2109615544,-2140165182,-2135853877,succinylcholine (Quelicin) 200 mg/10 mL SYRINGE,-2147437246,-2145981413,-2125248822,-2114996408,-2116366689,-2100061941,PACU Drw 2.1-Pkt C4,PACU 2.1-C4,2020-12-18 08:53:44.0,False,2.0000,0.0000,13,13,False,False,False,2.000000000000000000,2.000000000000000000,15,89048835,MURPACU
-9223372033440510723,13535,1266384938,-1196665429,-2147445089,20200717,-2140165182,-2136402644,-2109615544,-2140165182,-2135853877,succinylcholine (Quelicin) 200 mg/10 mL SYRINGE,-2147437246,-2146014097,-2125248822,-2114996408,-2116366689,-2100061941,PACU Drw 2.1-Pkt C4,PACU 2.1-C4,2020-07-17 08:59:53.0,False,2.0000,0.0000,13,13,False,False,False,2.000000000000000000,2.000000000000000000,15,89048835,MURPACU
-9223372033405258166,13535,1301563093,-1187222042,-2147445089,20200916,-2140165182,-2136402644,-2109615544,-2140165182,-2135853877,succinylcholine (Quelicin) 200 mg/10 mL SYRINGE,-2147437246,-2146014097,-2125248822,-2114996408,-2116366689,-2100061941,PACU Drw 2.1-Pkt C4,PACU 2.1-C4,2020-09-16 08:23:24.0,False,2.0000,0.0000,13,13,False,False,False,2.000000000000000000,2.000000000000000000,15,89048835,MURPACU
-9223372033227364644,13535,1479063830,-1139873340,-2147445089,20210526,-2140165182,-2136402644,-2109615544,-2140165182,-2135853877,succinylcholine (Quelicin) 200 mg/10 mL SYRINGE,-2147437246,-2145981413,-2125248822,-2114996408,-2116366689,-2100061941,PACU Drw 2.1-Pkt C4,PACU 2.1-C4,2021-05-26 10:06:17.0,False,2.0000,0.0000,13,13,False,False,False,2.000000000000000000,2.000000000000000000,15,89048835,MURPACU
-9223372033301099894,13535,1405527124,-1159472658,-2147445089,20210129,-2140165182,-2136402644,-2109615544,-2140165182,-2135853877,succinylcholine (Quelicin) 200 mg/10 mL SYRINGE,-2147437246,-2145981413,-2125248822,-2114996408,-2116366689,-2100061941,PACU Drw 2.1-Pkt C4,PACU 2.1-C4,2021-01-29 14:35:19.0,False,2.0000,0.0000,13,13,False,False,False,2.000000000000000000,2.000000000000000000,15,89048835,MURPACU
-9223372033482143711,13535,1224839051,-1207809257,-2147445089,20200423,-2140165178,-2136402640,-2113998042,-2140165178,-2135851789,sucralfate suspension (Carafate) 1 g/10 mL CUP/ORAL SYRINGE,-2147440892,-2146016471,-2127106229,-2118107290,-2122538658,-2109146260,ED_MAIN Drw 6.2-Pkt E1,ED_MAIN 6.2-E1,2020-04-23 09:44:57.0,False,6.0000,2.0000,13,13,False,False,False,4.000000000000000000,6.000000000000000000,15,98978,MURED
-9223372033482682652,13535,1224301198,-1207955467,-2147445089,20200421,-2140165178,-2136402640,-2113998042,-2140165178,-2135851789,sucralfate suspension (Carafate) 1 g/10 mL CUP/ORAL SYRINGE,-2147440893,-2146017728,-2127105472,-2118106419,-2122538956,-2102605401,MED-SURG_AUX Drw 6.1-Pkt D1,MED-SURG_AUX 6.1-D1,2020-04-21 09:51:24.0,False,7.0000,6.0000,13,13,False,False,False,1.000000000000000000,7.000000000000000000,15,98978,MURMSU
-9223372033320095487,13535,1386577628,-1164493369,-2147445089,20201229,-2140165178,-2136402640,-2109694134,-2140165178,-2135851789,sucralfate suspension (Carafate) 1 g/10 mL CUP/ORAL SYRINGE,-2147440892,-2145981112,-2127106229,-2115029891,-2122538658,-2109146260,ED_MAIN Drw 6.2-Pkt E1,ED_MAIN 6.2-E1,2020-12-29 09:46:05.0,False,6.0000,0.0000,13,13,False,False,False,6.000000000000000000,6.000000000000000000,15,98978,MURED
-9223372033235931348,13535,1470519792,-1142146984,-2147445089,20210512,-2140165086,-2136402548,-2109696203,-2140165086,-2135849986,tetanus-diphtheria toxoids (Td) 2[Lf]-2[Lf] units (0.5 mL) VIAL,-2147440893,-2145970038,-2127105142,-2118106075,-2120789766,-2106437715,MEDSURG_REMOTE MANAGER-Pkt 8,MEDSURG_REMOTE MANAGER-8,2021-05-12 08:22:23.0,False,10.0000,5.0000,13,13,False,False,False,5.000000000000000000,10.000000000000000000,15,81349358,MURMSU
-9223372033502021189,13535,1204999775,-1213170267,-2147445089,20200306,-2140165086,-2136402548,-2112426587,-2140165086,-2135849986,tetanus-diphtheria toxoids (Td) 2[Lf]-2[Lf] units (0.5 mL) VIAL,-2147440893,-2146020635,-2127105142,-2118106075,-2120789766,-2106437715,MEDSURG_REMOTE MANAGER-Pkt 8,MEDSURG_REMOTE MANAGER-8,2020-03-06 11:16:06.0,False,10.0000,5.0000,13,13,False,False,False,5.000000000000000000,10.000000000000000000,15,81349358,MURMSU
-9223372033235931020,13535,1470520123,-1142146868,-2147445089,20210512,-2140165086,-2136402548,-2109696203,-2140165086,-2135849986,tetanus-diphtheria toxoids (Td) 2[Lf]-2[Lf] units (0.5 mL) VIAL,-2147440893,-2145970038,-2127105142,-2118106075,-2120789766,-2106437715,MEDSURG_REMOTE MANAGER-Pkt 8,MEDSURG_REMOTE MANAGER-8,2021-05-12 14:05:42.0,False,5.0000,0.0000,13,13,False,False,False,5.000000000000000000,5.000000000000000000,15,81349358,MURMSU
-9223372033433829541,13535,1273051060,-1194900696,-2147445104,20200730,-2140165083,-2136402545,-2109694642,-2140165083,-2135853704,"tetanus/diphtheria/pertussis, acel (Tdap) (Boostrix) (0.5 mL) VIAL",-2147440892,-2146014663,-2127103738,-2118103937,-2120523808,-2106055349,ED_REMOTE MANAGER-Pkt 5,ED_REMOTE MANAGER-5,2020-07-30 14:21:46.0,False,12.0000,11.0000,502,502,False,False,False,1.000000000000000000,12.000000000000000000,15,76999621,MURED
-9223372033244019751,13535,1462452590,-1144295452,-2147445089,20210429,-2140165073,-2136402535,-2109695884,-2140165073,-2135851630,theophylline (Elixophyllin) 80 mg/15 mL CUP/ORAL SYRINGE,-2147440892,-2145970039,-2127106302,-2115029982,-2122539531,-2109146509,ED_MAIN Drw 4.1-Pkt D5,ED_MAIN 4.1-D5,2021-04-29 09:30:01.0,False,2.0000,0.0000,13,13,False,False,False,2.000000000000000000,2.000000000000000000,15,15567,MURED
-9223372033433829700,13535,1273050881,-1194900657,-2147445089,20200730,-2140165073,-2136402535,-2109695884,-2140165073,-2135851630,theophylline (Elixophyllin) 80 mg/15 mL CUP/ORAL SYRINGE,-2147440892,-2146014663,-2127106302,-2115029982,-2122539531,-2109146509,ED_MAIN Drw 4.1-Pkt D5,ED_MAIN 4.1-D5,2020-07-30 09:19:21.0,False,2.0000,0.0000,13,13,False,False,False,2.000000000000000000,2.000000000000000000,15,15567,MURED
-9223372033433829702,13535,1273050863,-1194900657,-2147445089,20200730,-2140165073,-2136402535,-2109695884,-2140165073,-2135851630,theophylline (Elixophyllin) 80 mg/15 mL CUP/ORAL SYRINGE,-2147440892,-2146014663,-2127106291,-2115029983,-2122539532,-2109146512,ED_MAIN Drw 4.1-Pkt D3,ED_MAIN 4.1-D3,2020-07-30 09:19:14.0,False,3.0000,0.0000,13,13,False,False,False,3.000000000000000000,3.000000000000000000,15,15567,MURED
-9223372033244019753,13535,1462452577,-1144295452,-2147445089,20210429,-2140165073,-2136402535,-2109695884,-2140165073,-2135851630,theophylline (Elixophyllin) 80 mg/15 mL CUP/ORAL SYRINGE,-2147440892,-2145970039,-2127106291,-2115029983,-2122539532,-2109146512,ED_MAIN Drw 4.1-Pkt D3,ED_MAIN 4.1-D3,2021-04-29 09:29:54.0,False,3.0000,0.0000,13,13,False,False,False,3.000000000000000000,3.000000000000000000,15,15567,MURED
-9223372033353769462,13535,1352991950,-1173432462,-2147445089,20201029,-2140165125,-2136402587,-2109695774,-2140165125,-2135853776,temazepam (Restoril) 15 mg CAP,-2147440893,-2146006755,-2127105411,-2115029775,-2122539109,-2109146679,MED-SURG_AUX Drw 2.1-Pkt C1,MED-SURG_AUX 2.1-C1,2020-10-29 11:01:07.0,False,21.0000,0.0000,13,13,False,False,False,21.000000000000000000,21.000000000000000000,15,00711,MURMSU
-9223372033318908186,13535,1387761903,-1164182747,-2147445089,20201231,-2140165113,-2136402575,-2109694661,-2140165113,-2135853752,terazosin (Hytrin) 1 mg CAP,-2147440893,-2145981111,-2127105657,-2115029415,-2122539302,-2109147261,MED-SURG_MAIN Drw 2.2-Pkt D1,MED-SURG_MAIN 2.2-D1,2020-12-31 10:08:06.0,False,20.0000,0.0000,13,13,False,False,False,20.000000000000000000,20.000000000000000000,15,98823,MURMSU
-9223372033491870728,13535,1215131688,-1210439334,-2147445089,20200326,-2140165110,-2136402572,-2113998037,-2140165110,-2135853746,terazosin (Hytrin) 5 mg CAP,-2147440893,-2146017728,-2127105616,-2118106748,-2122539336,-2109147258,MED-SURG_MAIN Drw 2.1-Pkt B2,MED-SURG_MAIN 2.1-B2,2020-03-26 08:14:13.0,False,18.0000,0.0000,13,13,False,False,False,18.000000000000000000,18.000000000000000000,15,98824,MURMSU
-9223372033416814061,13535,1290027546,-1190343550,-2147445089,20200901,-2140165110,-2136402572,-2109694209,-2140165110,-2135853746,terazosin (Hytrin) 5 mg CAP,-2147440893,-2146006755,-2127105616,-2115029449,-2122539336,-2109147258,MED-SURG_MAIN Drw 2.1-Pkt B2,MED-SURG_MAIN 2.1-B2,2020-09-01 09:42:24.0,False,18.0000,0.0000,13,13,False,False,False,18.000000000000000000,18.000000000000000000,15,98824,MURMSU
-9223372033318908180,13535,1387761949,-1164182745,-2147445089,20201231,-2139502833,-2135216747,-2109693783,-2139502833,-2134561441,zinc oxide topical 13% CREAM (DESITIN RAPID RELIEF) 57 g TUBE,-2147440893,-2145981111,-2125647703,-2115888662,-2116750127,-2100623178,MEDSURG_TOWER_2 Dr 2-Pkt 37,MEDSURG_TOWER_2 2-37,2020-12-31 10:09:54.0,False,2.0000,0.0000,13,13,False,False,False,2.000000000000000000,2.000000000000000000,15,230746667,MURMSU
-9223372033244019813,13535,1462452517,-1144295481,-2147445089,20210429,-2139510515,-2135232000,-2109693689,-2139510515,-2134573372,Ocular lubricant (Refresh Tears) (15 mL) BOTTLE,-2147440892,-2145970039,-2127106529,-2115030161,-2117772009,-2102144283,ED_MAIN Drw 5.2-Pkt D5,ED_MAIN 5.2-D5,2021-04-29 09:14:48.0,False,2.0000,0.0000,13,13,False,False,False,2.000000000000000000,2.000000000000000000,15,134631657,MURED
-9223372033453888893,13535,1253033734,-1200257871,-2147445104,20200625,-2139507744,-2135227750,-2109694676,-2139507744,-2134568777,insulin reg human (Novolin R/NS) 100 unit/100 mL SOLUTION,-2147440892,-2146014663,-2127103751,-2118103915,-2117393965,-2101613956,ED_REMOTE MANAGER-Pkt 27,ED_REMOTE MANAGER-27,2020-06-25 10:43:54.0,False,4.0000,3.0000,502,502,False,False,False,1.000000000000000000,4.000000000000000000,15,349542639,MURED
-9223372033318372593,13535,1388296111,-1164041888,-2147445089,20210101,-2139524713,-2135264075,-2109693653,-2139524713,-2134606714,STROKE BOX 1 EA KIT,-2147440892,-2145981112,-2127103561,-2118103708,-2118354581,-2102955751,ED_TOWER 2 Dr 4-Pkt 49,ED_TOWER 2 4-49,2021-01-01 07:45:16.0,False,2.0000,1.0000,13,13,False,False,False,1.000000000000000000,2.000000000000000000,15,KIT9999M,MURED
-9223372033482143713,13535,1224839054,-1207809258,-2147445089,20200423,-2139524713,-2135264075,-2110783473,-2139524713,-2134606714,STROKE BOX 1 EA KIT,-2147440892,-2146016471,-2127103561,-2118103708,-2118354581,-2102955751,ED_TOWER 2 Dr 4-Pkt 49,ED_TOWER 2 4-49,2020-04-23 09:44:01.0,False,2.0000,0.0000,13,13,False,False,False,2.000000000000000000,2.000000000000000000,15,KIT9999M,MURED
-9223372033341383465,13535,1365341556,-1170121679,-2147445089,20201120,-2139524713,-2135264075,-2109693653,-2139524713,-2134606714,STROKE BOX 1 EA KIT,-2147440892,-2146014663,-2127103561,-2118103708,-2118354581,-2102955751,ED_TOWER 2 Dr 4-Pkt 49,ED_TOWER 2 4-49,2020-11-20 08:46:06.0,False,2.0000,1.0000,13,13,False,False,False,1.000000000000000000,2.000000000000000000,15,KIT9999M,MURED
-9223372033358605287,13535,1348162278,-1174721174,-2147445089,20201023,-2139524713,-2135264075,-2109693653,-2139524713,-2134606714,STROKE BOX 1 EA KIT,-2147440892,-2146014663,-2127103561,-2118103708,-2118354581,-2102955751,ED_TOWER 2 Dr 4-Pkt 49,ED_TOWER 2 4-49,2020-10-23 09:45:28.0,False,2.0000,1.0000,13,13,False,False,False,1.000000000000000000,2.000000000000000000,15,KIT9999M,MURED
-9223372033262073638,13535,1444445387,-1149117623,-2147445089,20210331,-2139524712,-2135264074,-2109693933,-2139524712,-2134606713,STROKE KIT REFILL 1 EA KIT,-2147440892,-2145970039,-2127103637,-2118103711,-2118352578,-2102955749,ED_TOWER 2 Dr 4-Pkt 46,ED_TOWER 2 4-46,2021-03-31 09:05:01.0,False,2.0000,1.0000,13,13,False,False,False,1.000000000000000000,2.000000000000000000,15,KIT9999RF,MURED
-9223372033358605293,13535,1348162300,-1174721174,-2147445089,20201023,-2139524712,-2135264074,-2109693933,-2139524712,-2134606713,STROKE KIT REFILL 1 EA KIT,-2147440892,-2146014663,-2127103637,-2118103711,-2118352578,-2102955749,ED_TOWER 2 Dr 4-Pkt 46,ED_TOWER 2 4-46,2020-10-23 09:45:08.0,False,2.0000,1.0000,13,13,False,False,False,1.000000000000000000,2.000000000000000000,15,KIT9999RF,MURED
-9223372033393073993,13535,1313730233,-1183963086,-2147445089,20200930,-2139524712,-2135264074,-2109693933,-2139524712,-2134606713,STROKE KIT REFILL 1 EA KIT,-2147440892,-2146014663,-2127103637,-2118103711,-2118352578,-2102955749,ED_TOWER 2 Dr 4-Pkt 46,ED_TOWER 2 4-46,2020-09-30 09:52:53.0,False,2.0000,1.0000,13,13,False,False,False,1.000000000000000000,2.000000000000000000,15,KIT9999RF,MURED
-9223372033482143715,13535,1224839056,-1207809258,-2147445089,20200423,-2139524712,-2135264074,-2110784335,-2139524712,-2134606713,STROKE KIT REFILL 1 EA KIT,-2147440892,-2146016471,-2127103637,-2118103711,-2118352578,-2102955749,ED_TOWER 2 Dr 4-Pkt 46,ED_TOWER 2 4-46,2020-04-23 09:43:57.0,False,2.0000,0.0000,13,13,False,False,False,2.000000000000000000,2.000000000000000000,15,KIT9999RF,MURED
-9223372033437465170,13535,1269423475,-1195862069,-2147445089,20200723,-2139524712,-2135264074,-2109693933,-2139524712,-2134606713,STROKE KIT REFILL 1 EA KIT,-2147440892,-2146014663,-2127103637,-2118103711,-2118352578,-2102955749,ED_TOWER 2 Dr 4-Pkt 46,ED_TOWER 2 4-46,2020-07-23 14:23:12.0,False,2.0000,1.0000,13,13,False,False,False,1.000000000000000000,2.000000000000000000,15,KIT9999RF,MURED
-9223372033273165098,13535,1433384653,-1152060911,-2147445089,20210312,-2139524712,-2135264074,-2109693933,-2139524712,-2134606713,STROKE KIT REFILL 1 EA KIT,-2147440892,-2145971824,-2127103637,-2118103711,-2118352578,-2102955749,ED_TOWER 2 Dr 4-Pkt 46,ED_TOWER 2 4-46,2021-03-12 08:41:26.0,False,2.0000,1.0000,13,13,False,False,False,1.000000000000000000,2.000000000000000000,15,KIT9999RF,MURED
-9223372033307734894,13535,1398908408,-1161214184,-2147445104,20210118,-2139241269,-2134850404,-2108920170,-2139241269,-2134053902,EPI DRIP KIT 1 EA KIT,-2147440892,-2145981112,-2127103484,-2118103670,-2115419050,-2098646911,ED_TOWER 1 Dr 1-Pkt 35,ED_TOWER 1 1-35,2021-01-18 11:02:46.0,False,3.0000,2.0000,502,502,False,False,False,1.000000000000000000,3.000000000000000000,15,KIT0004250,MURED
-9223372033490116543,13535,1216882490,-1209968637,-2147445089,20200331,-2139614596,-2135386796,-2111344450,-2139614596,-2134833697,Conray (50 mL) BOTTLE,-2147440891,-2146017726,-2127103118,-2118103288,-2119368971,-2100507107,PACU_TOWER Dr 2-Pkt 15,PACU_TOWER 2-15,2020-03-31 11:04:34.0,False,4.0000,0.0000,13,13,False,False,False,4.000000000000000000,4.000000000000000000,15,RADI15,MUROR
-9223372033433829706,13535,1273050893,-1194900746,-2147445089,20200730,-2139485139,-2135170105,-2109694065,-2139485139,-2134523907,PITOCIN DRIP KIT 1 EACH,-2147440892,-2146014663,-2127103549,-2118103903,-2117196174,-2101331996,ED_TOWER 2 Dr 1-Pkt 7,ED_TOWER 2 1-7,2020-07-30 09:18:35.0,False,1.0000,0.0000,13,13,False,False,False,1.000000000000000000,1.000000000000000000,15,KIT0009,MURED
-9223372033244019798,13535,1462452505,-1144295476,-2147445089,20210429,-2139485139,-2135170105,-2109694065,-2139485139,-2134523907,PITOCIN DRIP KIT 1 EACH,-2147440892,-2145970039,-2127103549,-2118103903,-2117196174,-2101331996,ED_TOWER 2 Dr 1-Pkt 7,ED_TOWER 2 1-7,2021-04-29 09:17:38.0,False,1.0000,0.0000,13,13,False,False,False,1.000000000000000000,1.000000000000000000,15,KIT0009,MURED
-9223372033482143757,13535,1224839007,-1207809211,-2147445089,20200423,-2139485138,-2135170104,-2110084026,-2139485138,-2134523906,HEMORRHAGE KIT OB 1 EA EACH,-2147440892,-2146016471,-2127103746,-2118103940,-2117196173,-2101331994,ED_REMOTE MANAGER-Pkt 2,ED_REMOTE MANAGER-2,2020-04-23 09:29:25.0,False,1.0000,0.0000,13,13,False,False,False,1.000000000000000000,1.000000000000000000,15,KIT0008,MURED
-9223372033262073636,13535,1444445375,-1149117623,-2147445089,20210331,-2139485138,-2135170104,-2109694997,-2139485138,-2134523906,HEMORRHAGE KIT OB 1 EA EACH,-2147440892,-2145970039,-2127103746,-2118103940,-2117196173,-2101331994,ED_REMOTE MANAGER-Pkt 2,ED_REMOTE MANAGER-2,2021-03-31 09:05:25.0,False,1.0000,0.0000,13,13,False,False,False,1.000000000000000000,1.000000000000000000,15,KIT0008,MURED
-9223372033436918172,13535,1269969279,-1195717268,-2147445089,20200724,-2139485138,-2135170104,-2109694997,-2139485138,-2134523906,HEMORRHAGE KIT OB 1 EA EACH,-2147440892,-2146014663,-2127103746,-2118103940,-2117196173,-2101331994,ED_REMOTE MANAGER-Pkt 2,ED_REMOTE MANAGER-2,2020-07-24 09:24:13.0,False,1.0000,0.0000,13,13,False,False,False,1.000000000000000000,1.000000000000000000,15,KIT0008,MURED
-9223372033480812977,13535,1226166824,-1207450872,-2147445089,20200427,-2139485138,-2135170104,-2110084026,-2139485138,-2134523906,HEMORRHAGE KIT OB 1 EA EACH,-2147440892,-2146016471,-2127103746,-2118103940,-2117196173,-2101331994,ED_REMOTE MANAGER-Pkt 2,ED_REMOTE MANAGER-2,2020-04-27 10:12:20.0,False,1.0000,0.0000,13,13,False,False,False,1.000000000000000000,1.000000000000000000,15,KIT0008,MURED
-9223372033306480864,13535,1400159350,-1160884632,-2147445089,20210120,-2139485138,-2135170104,-2109694997,-2139485138,-2134523906,HEMORRHAGE KIT OB 1 EA EACH,-2147440892,-2145981112,-2127103746,-2118103940,-2117196173,-2101331994,ED_REMOTE MANAGER-Pkt 2,ED_REMOTE MANAGER-2,2021-01-20 09:39:35.0,False,1.0000,0.0000,13,13,False,False,False,1.000000000000000000,1.000000000000000000,15,KIT0008,MURED
-9223372033358605302,13535,1348162248,-1174721175,-2147445089,20201023,-2139485138,-2135170104,-2109694997,-2139485138,-2134523906,HEMORRHAGE KIT OB 1 EA EACH,-2147440892,-2146014663,-2127103746,-2118103940,-2117196173,-2101331994,ED_REMOTE MANAGER-Pkt 2,ED_REMOTE MANAGER-2,2020-10-23 09:43:54.0,False,1.0000,0.0000,13,13,False,False,False,1.000000000000000000,1.000000000000000000,15,KIT0008,MURED
-9223372033282949320,13535,1423627006,-1154651654,-2147445089,20210224,-2140166799,-2136404261,-2109694775,-2140166799,-2135861796,leucovorin 5 mg TAB,-2147440892,-2145971824,-2127105532,-2115030225,-2118380471,-2102996879,ED_AUX Drw 6.2-Pkt B1,ED_AUX 6.2-B1,2021-02-24 10:13:28.0,False,10.0000,0.0000,13,13,False,False,False,10.000000000000000000,10.000000000000000000,15,07427,MURED
-9223372033320095532,13535,1386577554,-1164493389,-2147445089,20201229,-2140166786,-2136404248,-2109695006,-2140166786,-2135856348,levalbuterol (Xopenex Concentrate) 1.25 mg/0.5 mL NEBULE,-2147440892,-2145981112,-2127106575,-2118107694,-2122539641,-2109146565,ED_MAIN Drw 1-Pkt 7,ED_MAIN 1-7,2020-12-29 09:33:39.0,False,58.0000,0.0000,13,13,False,False,False,58.000000000000000000,58.000000000000000000,15,5165407,MURED
-9223372033320095442,13535,1386577665,-1164493365,-2147445089,20201229,-2140166786,-2136404248,-2109695006,-2140166786,-2135856348,levalbuterol (Xopenex Concentrate) 1.25 mg/0.5 mL NEBULE,-2147440890,-2146016092,-2127103837,-2115027884,-2122538425,-2109142868,EMS_MAIN Drw 4.2-Pkt C1,EMS_MAIN 4.2-C1,2020-12-29 09:50:09.0,False,9.0000,0.0000,13,13,False,False,False,9.000000000000000000,9.000000000000000000,15,5165407,MUREMS
-9223372033320095444,13535,1386577641,-1164493365,-2147445089,20201229,-2140166786,-2136404248,-2109695006,-2140166786,-2135856348,levalbuterol (Xopenex Concentrate) 1.25 mg/0.5 mL NEBULE,-2147440890,-2146016092,-2127104114,-2115027924,-2122538424,-2109142869,EMS_MAIN Drw 2-Pkt C1,EMS_MAIN 2-C1,2020-12-29 09:49:53.0,False,12.0000,0.0000,13,13,False,False,False,12.000000000000000000,12.000000000000000000,15,5165407,MUREMS
-9223372033318908236,13535,1387761861,-1164182771,-2147445089,20201231,-2140166786,-2136404248,-2109695006,-2140166786,-2135856348,levalbuterol (Xopenex Concentrate) 1.25 mg/0.5 mL NEBULE,-2147440893,-2145981111,-2127106066,-2118107153,-2122539351,-2098940194,MED-SURG_MAIN Drw 1-Pkt 8,MED-SURG_MAIN 1-8,2020-12-31 09:46:47.0,False,50.0000,0.0000,13,13,False,False,False,50.000000000000000000,50.000000000000000000,15,5165407,MURMSU
-9223372033350545726,13535,1356203671,-1172576769,-2147445104,20201104,-2140166786,-2136404248,-2109695006,-2140166786,-2135856348,levalbuterol (Xopenex Concentrate) 1.25 mg/0.5 mL NEBULE,-2147440893,-2146006755,-2127106066,-2118107153,-2122539351,-2098940194,MED-SURG_MAIN Drw 1-Pkt 8,MED-SURG_MAIN 1-8,2020-11-04 14:03:40.0,False,75.0000,50.0000,502,502,False,False,False,25.000000000000000000,75.000000000000000000,15,5165407,MURMSU
-9223372033320095414,13535,1386577685,-1164493354,-2147445089,20201229,-2140166786,-2136404248,-2109695006,-2140166786,-2135856348,levalbuterol (Xopenex Concentrate) 1.25 mg/0.5 mL NEBULE,-2147440891,-2146014099,-2127105353,-2118106252,-2122538650,-2101447209,OR_MAIN Drw 1-Pkt 9,OR_MAIN 1-9,2020-12-29 10:03:34.0,False,13.0000,0.0000,13,13,False,False,False,13.000000000000000000,13.000000000000000000,15,5165407,MUROR
-9223372033398762578,13535,1308049643,-1185494773,-2147445089,20200924,-2140166785,-2136404247,-2109694869,-2140166785,-2135856346,levalbuterol (Xopenex RT) 0.63 mg/3 mL NEBULE,-2147440893,-2146006755,-2127106049,-2118107151,-2122539349,-2109146625,MED-SURG_MAIN Drw 1-Pkt 10,MED-SURG_MAIN 1-10,2020-09-24 09:34:14.0,False,19.0000,0.0000,13,13,False,False,False,19.000000000000000000,19.000000000000000000,15,2947610,MURMSU
-9223372033244019845,13535,1462452474,-1144295500,-2147445089,20210429,-2140166785,-2136404247,-2109694869,-2140166785,-2135856346,levalbuterol (Xopenex RT) 0.63 mg/3 mL NEBULE,-2147440892,-2145970039,-2127106585,-2118107690,-2122539633,-2109146563,ED_MAIN Drw 1-Pkt 11,ED_MAIN 1-11,2021-04-29 09:08:01.0,False,30.0000,0.0000,13,13,False,False,False,30.000000000000000000,30.000000000000000000,15,2947610,MURED
-9223372033393074017,13535,1313730204,-1183963099,-2147445089,20200930,-2140166785,-2136404247,-2109694869,-2140166785,-2135856346,levalbuterol (Xopenex RT) 0.63 mg/3 mL NEBULE,-2147440892,-2146014663,-2127106585,-2118107690,-2122539633,-2109146563,ED_MAIN Drw 1-Pkt 11,ED_MAIN 1-11,2020-09-30 09:43:53.0,False,29.0000,0.0000,13,13,False,False,False,29.000000000000000000,29.000000000000000000,15,2947610,MURED
-9223372033282254033,13535,1424320562,-1154467271,-2147445089,20210225,-2140166785,-2136404247,-2109694869,-2140166785,-2135856346,levalbuterol (Xopenex RT) 0.63 mg/3 mL NEBULE,-2147440893,-2145971825,-2127106049,-2118107151,-2122539349,-2109146625,MED-SURG_MAIN Drw 1-Pkt 10,MED-SURG_MAIN 1-10,2021-02-25 10:02:26.0,False,17.0000,0.0000,13,13,False,False,False,17.000000000000000000,17.000000000000000000,15,2947610,MURMSU
